Name,Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
Restaurant 1024,Downtown,Japanese,4.9,81,68.61,7391,81345,6,139,58.84603228,4.5,9.9,Yes,22,63,1251536.39
Restaurant 1025,Suburban,French,4.2,56,60.28,3449,39830,18,794,156.4411942,1.3,9.4,No,18,54,775717.08
Restaurant 1026,Suburban,Mexican,3.6,50,34.54,1819,22948,8,834,265.4446717,1.5,3,Yes,0,49,395699.36
Restaurant 1027,Suburban,Japanese,3.9,58,67.77,3556,34638,7,814,112.8455848,7,8.9,No,14,27,887237.01
Restaurant 1028,Rural,Japanese,4.6,47,66.11,3404,41252,2,760,76.25306764,2,3.4,No,40,34,698750.97
Restaurant 1029,Downtown,Mexican,3.3,89,34.51,1414,20379,4,714,81.7510829,7.7,6.1,No,45,0,689655.31
Restaurant 1030,Downtown,American,3.6,75,35.29,4990,54022,9,723,151.2337736,4.8,8,No,61,2,608893.62
Restaurant 1031,Rural,Japanese,4.4,38,75.02,3348,37063,16,843,157.1454648,6.1,4.1,No,15,3,655327.95
Restaurant 1032,Downtown,Indian,3.6,77,33.36,2798,32817,19,55,229.5192343,8.2,6,Yes,59,26,597433.13
Restaurant 1033,Suburban,Italian,4.6,67,50.59,4502,49560,10,59,109.482166,3.3,5.1,No,64,36,770915.07
Restaurant 1034,Suburban,French,3.3,64,56.46,2138,19707,8,386,225.4599199,4.7,7.8,Yes,57,22,815018.05
Restaurant 1035,Suburban,Japanese,4.5,50,74.92,3235,40095,16,692,299.7439948,7.6,5.3,Yes,21,26,854586.49
Restaurant 1036,Downtown,Indian,3.1,83,38.25,1725,23862,8,364,266.0627182,9.3,6.1,No,52,81,720566.1
Restaurant 1037,Suburban,Indian,3,67,40.17,1752,19150,4,161,208.8935852,3.6,8.6,No,1,1,603502.25
Restaurant 1038,Rural,Japanese,4.8,48,72.52,1130,18003,13,129,284.9781253,6.6,7.3,No,12,9,786656.31
Restaurant 1039,Rural,American,4.2,48,37.03,3216,38133,10,502,297.7772931,9.6,5.7,Yes,34,43,417495.32
Restaurant 1040,Downtown,Italian,3.7,79,48.39,6261,67231,9,97,192.5684728,6.8,5.2,No,20,26,867368.38
Restaurant 1041,Rural,French,3.5,49,60.36,3123,30061,12,712,118.4075314,9,2.1,Yes,40,31,677170.27
Restaurant 1042,Rural,Japanese,4.2,50,71.68,2686,27777,15,140,278.7458149,9.5,1.5,No,7,36,814176.09
Restaurant 1043,Downtown,French,4,75,65.19,2088,20196,1,694,261.0486939,9.4,9.6,Yes,28,74,1093424.93
Restaurant 1044,Suburban,Mexican,5,66,29.22,4518,51424,12,745,71.15281538,7.8,2.7,Yes,52,48,453356.08
Restaurant 1045,Suburban,Indian,5,63,37.73,1540,18951,14,790,284.0936754,6,3.5,No,3,28,545317.99
Restaurant 1046,Suburban,Indian,4.3,62,40.57,2749,32888,2,983,141.5549593,1.9,6.5,No,2,12,565361.34
Restaurant 1047,Downtown,Japanese,3.9,77,66.68,7312,74937,3,125,130.5214772,3,8.5,No,3,7,1148806.49
Restaurant 1048,Rural,Japanese,4,39,74.49,1898,25772,6,134,135.8173393,3.3,8.5,Yes,26,23,656172.7
Restaurant 1049,Suburban,Mexican,4.4,58,29.63,2912,38074,19,312,130.0045787,1.3,8.5,No,36,28,409052.28
Restaurant 1050,Suburban,American,3.2,54,43.06,3068,37219,13,450,179.0062949,1.9,9.8,No,45,0,537378.21
Restaurant 1051,Downtown,Japanese,3.7,73,68.23,1785,24013,8,283,194.9434304,3.7,1.5,No,15,53,1110476.8
Restaurant 1052,Suburban,Indian,3.2,55,33.67,2662,34744,4,826,156.4088594,1.8,4.6,Yes,27,24,421854.52
Restaurant 1053,Downtown,French,3.1,75,55.3,4878,54454,19,265,153.1447393,2.5,9.2,Yes,54,6,947040.2
Restaurant 1054,Rural,Italian,3.4,42,55.69,1892,19948,7,394,234.3284487,1.5,5.2,Yes,11,21,528992.1
Restaurant 1055,Downtown,French,4,73,63.95,5902,62593,7,223,50.75688457,4.7,8.8,No,27,14,1051169.25
Restaurant 1056,Downtown,American,4.6,77,36.03,6060,68248,1,86,286.7216154,8.4,1.2,No,59,2,628246.12
Restaurant 1057,Downtown,Italian,4,74,55.99,2982,30029,19,952,228.608414,8.3,5.5,No,3,54,944343.82
Restaurant 1058,Downtown,French,3.7,71,61.66,5718,56049,17,578,226.8131321,9.1,9.3,Yes,38,7,1000261.49
Restaurant 1059,Rural,French,3.2,38,64.39,2956,37519,8,936,155.4908416,7.7,3.4,Yes,4,0,557843.09
Restaurant 1060,Rural,Mexican,4.1,40,25.73,1738,20876,15,858,291.4467054,3.2,9.4,Yes,28,11,253065.07
Restaurant 1061,Suburban,American,3.5,69,39.28,1400,15935,19,369,50.08080792,7.3,1.1,Yes,16,51,623026.59
Restaurant 1062,Rural,Indian,4.2,49,37.37,2039,21467,7,900,69.12035253,7.8,1.7,No,30,12,420268.86
Restaurant 1063,Rural,Mexican,5,40,26.17,4510,49152,13,362,251.0160758,5.9,5.3,Yes,11,34,258973.45
Restaurant 1064,Suburban,Italian,3.2,56,50.38,1974,20975,1,518,234.6752203,8.3,2,No,35,53,633489.51
Restaurant 1065,Rural,Indian,3.4,43,34.87,3276,34408,7,94,117.838874,1.6,3,No,30,37,346829.48
Restaurant 1066,Downtown,Mexican,3.9,75,27.38,2837,31143,5,122,198.68997,6.4,3.7,Yes,10,21,466671.93
Restaurant 1067,Downtown,American,4.9,73,38.3,6444,73054,18,414,183.0132128,5.3,5.3,No,45,56,653617.1
Restaurant 1068,Suburban,Japanese,4.5,55,75.64,1061,13662,8,927,181.778686,8.2,4.5,Yes,38,40,935462.32
Restaurant 1069,Suburban,Japanese,4.8,52,68.18,4220,47605,15,953,198.8903261,2.2,9.3,No,29,40,812504.51
Restaurant 1070,Suburban,Italian,3.7,55,47.35,1170,13106,18,927,298.4338243,2.9,9,Yes,31,12,600581.1
Restaurant 1071,Downtown,Japanese,5,72,70.9,7525,77782,6,158,296.8362358,6,7.7,Yes,71,35,1153809.2
Restaurant 1072,Rural,Mexican,3.2,30,32.38,1595,14971,5,396,295.4204236,9.5,6.9,Yes,9,21,230841.05
Restaurant 1073,Downtown,Italian,3.1,90,52.98,5656,58168,11,904,187.1710977,1.7,2.8,No,10,46,1073653.08
Restaurant 1074,Suburban,Indian,4.7,67,38.3,2483,24724,8,187,129.5234732,7.7,6.4,Yes,26,46,585118.2
Restaurant 1075,Rural,American,4.9,33,35.41,2248,22845,9,231,190.0275096,2.8,2.3,Yes,5,5,272788.42
Restaurant 1076,Rural,Italian,3.2,35,49.33,2177,22995,13,861,205.6721233,1.9,5.1,Yes,5,7,401343.66
Restaurant 1077,Downtown,Indian,3.2,86,38.51,2292,29265,3,353,127.8595172,4.6,5.2,No,29,79,742963.67
Restaurant 1078,Suburban,Italian,3.1,67,54.95,2489,25527,3,376,208.1939787,6.2,7.2,Yes,17,37,824710.5
Restaurant 1079,Downtown,French,3.2,75,61.62,3543,33729,7,563,205.4985684,8.4,8.5,No,38,47,1040923.15
Restaurant 1080,Rural,French,3.4,31,55.58,3190,38607,3,129,275.8678531,6.7,3.9,No,13,2,393439.67
Restaurant 1081,Downtown,Italian,4.9,81,49.36,2316,28774,11,167,109.4009095,5.4,1.4,Yes,62,21,899340.62
Restaurant 1082,Downtown,Japanese,4.3,81,65.82,3540,40975,14,311,224.4024564,3.6,1.4,Yes,14,21,1194365.43
Restaurant 1083,Suburban,French,4.6,53,63.23,3087,39933,10,129,162.6903433,3.6,8.9,Yes,49,22,761535.09
Restaurant 1084,Suburban,American,4.6,65,35.7,1308,15370,9,650,82.47891867,7.9,5.4,Yes,52,0,529726.4
Restaurant 1085,Rural,Indian,4.1,49,32.04,2920,29734,12,606,129.0456683,2,3.2,No,35,21,367294.18
Restaurant 1086,Downtown,Mexican,4.6,79,29.59,7693,78432,8,315,64.31925861,2.3,1.3,No,35,62,540697.92
Restaurant 1087,Downtown,French,4.2,79,60.09,4297,45193,12,805,129.833208,7.5,5.8,Yes,8,41,1071526.65
Restaurant 1088,Downtown,Italian,3.6,76,49.47,5788,63537,9,442,67.25341182,9.6,2.2,No,60,66,857254.75
Restaurant 1089,Rural,Japanese,4.1,43,70.1,3529,41203,18,337,281.361264,2.1,4.8,Yes,36,1,692203.05
Restaurant 1090,Rural,Mexican,4.1,36,32.85,3913,44292,17,51,75.43648917,6.5,5.6,No,23,9,291276.7
Restaurant 1091,Suburban,Indian,4.6,61,34.06,3141,33603,11,838,254.3353401,3.2,3.1,Yes,18,35,479030.37
Restaurant 1092,Suburban,Indian,5,60,36.03,2883,35348,2,545,276.5316026,1.2,2.8,Yes,35,38,487246.29
Restaurant 1093,Suburban,French,3.8,66,58.34,2408,27819,19,948,166.9176395,8.5,1.2,Yes,60,56,880762.75
Restaurant 1094,Downtown,Indian,4.5,80,33.89,4088,44773,14,807,63.481554,5.6,6.3,No,74,15,626703.66
Restaurant 1095,Downtown,Indian,3.2,90,36.75,5581,61149,3,787,198.9464209,1.2,2.8,Yes,47,12,744513.7
Restaurant 1096,Suburban,Japanese,4.6,52,70.4,1732,24144,6,398,108.6920959,9.1,8.9,No,34,33,826033.2
Restaurant 1097,Downtown,Japanese,3.7,88,72.95,2347,25096,4,795,94.16460092,5.8,6.4,Yes,30,21,1426078.15
Restaurant 1098,Suburban,Japanese,3.1,53,71.17,1726,22222,12,682,191.6909725,7.6,6,No,35,18,853706.3
Restaurant 1099,Rural,Italian,3.7,37,53.84,2917,33874,2,584,139.0955987,4.8,5.5,No,32,17,453290.88
Restaurant 1100,Suburban,Indian,4.2,63,34.88,2099,22016,6,470,232.5946442,2.7,2.9,Yes,60,47,498960.82
Restaurant 1101,Rural,Indian,3.2,49,35.4,1010,14852,5,761,197.8127638,5.2,9.7,No,14,9,396921.2
Restaurant 1102,Downtown,Indian,4.8,83,37.37,8153,82355,5,797,257.3353184,3.6,9.7,Yes,65,82,714359.13
Restaurant 1103,Suburban,American,3.2,65,37.43,3180,30785,8,597,64.59646592,3.7,3.9,Yes,26,26,554065.66
Restaurant 1104,Downtown,Japanese,4.9,84,69.25,9543,97130,5,575,108.7297612,6.8,8,Yes,15,13,1308583
Restaurant 1105,Rural,Mexican,4.4,41,31.87,2783,32416,8,520,191.747421,1.8,2.1,No,2,11,303360.34
Restaurant 1106,Rural,French,3.7,45,55.32,2720,33136,1,576,270.1070581,4.6,8,No,26,44,563239.8
Restaurant 1107,Rural,Mexican,3.8,49,29.81,939,16742,9,806,253.3579182,5.9,3.6,Yes,31,11,338750.73
Restaurant 1108,Downtown,Italian,4.5,88,51.59,3685,42951,14,340,219.8828347,7.4,3.6,Yes,57,85,1029423.31
Restaurant 1109,Downtown,Italian,4.2,74,55.64,8222,84817,2,681,193.5180088,6.7,5.6,Yes,34,8,930124.57
Restaurant 1110,Downtown,Indian,4.3,81,39.65,3716,37686,11,583,207.8648093,9,4.5,No,23,34,731985.7
Restaurant 1111,Downtown,Mexican,3.8,74,28.09,1605,17490,4,736,103.401938,9.9,2.1,Yes,70,13,472312.01
Restaurant 1112,Rural,Indian,4,39,35.58,2874,32790,4,341,198.7982969,9.4,6.3,Yes,18,23,323830.06
Restaurant 1113,Rural,American,5,46,35.62,3446,38109,17,832,173.4403973,7.9,2.9,Yes,4,2,390188.05
Restaurant 1114,Suburban,Italian,3.4,64,47.65,1218,16491,16,682,146.1086203,7.2,5,Yes,38,35,697456.4
Restaurant 1115,Suburban,Italian,3.8,57,53.52,1759,22027,7,145,271.9326293,1.3,3.1,Yes,50,47,686511.45
Restaurant 1116,Downtown,Mexican,3.6,77,26.36,3141,33213,12,747,257.3539312,5.8,8.7,No,62,45,474445.35
Restaurant 1117,Rural,Italian,4.5,37,47.83,3810,47592,17,542,69.18391494,7,4,No,7,25,420775.65
Restaurant 1118,Rural,American,4.5,39,45.38,3745,44185,5,464,296.4323604,4.7,9,Yes,24,34,410827.37
Restaurant 1119,Rural,American,3.6,49,44.06,756,13453,8,730,107.4960507,4.5,3.9,No,21,6,489464.13
Restaurant 1120,Suburban,American,3.2,62,43.6,2877,36578,5,917,103.8348468,5.9,2.6,Yes,1,28,610493.6
Restaurant 1121,Suburban,French,3,65,64.51,2686,32710,11,906,285.9540616,9.2,6.2,No,39,4,947250.28
Restaurant 1122,Rural,American,3.9,38,43.25,892,16347,19,798,161.200607,3.3,6,No,9,29,388971.35
Restaurant 1123,Rural,American,3.8,45,36.33,3562,42275,19,891,251.3411759,4.6,6.6,Yes,17,11,392888.14
Restaurant 1124,Rural,French,5,39,60.68,2705,32988,4,793,122.0505698,6.9,3.7,Yes,24,24,537773.42
Restaurant 1125,Suburban,Indian,3.9,52,34.89,2788,28741,11,511,268.292779,2.7,3.9,No,49,13,420431.55
Restaurant 1126,Rural,Japanese,3.5,43,68.42,1509,20537,19,545,258.0761913,8.5,3.1,Yes,15,30,676570.39
Restaurant 1127,Rural,Italian,4.8,42,54.17,2421,24853,5,75,179.8696679,7,9.4,No,14,11,517834.06
Restaurant 1128,Downtown,American,4,73,40.11,5188,60712,2,815,226.26399,4.2,7.1,Yes,70,61,666590.58
Restaurant 1129,Downtown,Italian,4.2,73,45.66,7843,81770,19,79,291.0070403,7.5,7.8,Yes,66,51,777969.64
Restaurant 1130,Suburban,Mexican,3.2,55,28.02,2952,28844,17,427,163.01136,3.5,2.7,No,0,2,364381.14
Restaurant 1131,Rural,Italian,3.8,48,47.51,2295,28312,18,408,173.5512187,8,7,No,42,24,533734.88
Restaurant 1132,Rural,Indian,4.9,40,39.76,2139,26001,15,445,230.700938,1.6,7.9,No,22,22,375195.59
Restaurant 1133,Downtown,French,4.2,77,62.12,4813,48094,16,848,146.6066402,4.8,4.1,No,34,4,1081660.32
Restaurant 1134,Suburban,Italian,3.7,63,51.16,2861,37202,12,158,290.3074312,3.4,2.4,Yes,0,57,730138.24
Restaurant 1135,Downtown,Italian,4.3,77,50.57,2363,28505,8,928,60.10894247,8.4,7.3,No,43,39,879584.4
Restaurant 1136,Downtown,Italian,4.8,83,52.15,8213,89333,6,928,150.8444739,7.8,6.5,No,79,11,984416.2
Restaurant 1137,Downtown,Japanese,3.5,76,73.3,5464,57769,18,899,228.4627668,8.6,6.2,Yes,44,16,1262685.65
Restaurant 1138,Downtown,Japanese,4,90,71.1,6162,69904,11,307,157.3451565,6.9,2.6,No,34,14,1433896
Restaurant 1139,Rural,Mexican,4.9,47,35.32,3362,35124,6,383,114.8121523,8.2,3.4,No,36,42,385668.92
Restaurant 1140,Rural,French,3.3,41,65.75,1237,20131,17,453,153.3635394,4.9,6.6,Yes,0,2,617018.8
Restaurant 1141,Downtown,Italian,4.4,83,55.95,8629,92196,10,491,270.3791994,7.1,6.5,No,46,74,1059052.45
Restaurant 1142,Suburban,Italian,4.2,64,52.36,3313,32860,19,280,186.7518131,1.3,6,No,54,13,767208.38
Restaurant 1143,Suburban,Italian,4.4,67,55.26,1502,17210,15,197,133.7775482,8.9,7.9,No,33,58,842766.14
Restaurant 1144,Suburban,Italian,3.7,61,49.45,1634,16292,16,595,217.880746,7.2,8.3,Yes,20,16,690588.35
Restaurant 1145,Suburban,Japanese,3.6,59,74.46,3408,36621,17,621,202.9612652,8.8,3.5,Yes,25,31,997602.47
Restaurant 1146,Downtown,Indian,4.4,81,40,1947,24498,7,851,190.1117038,7.9,2.4,No,13,34,729437.4
Restaurant 1147,Rural,Indian,3.4,37,39.95,1440,21649,19,214,147.7893177,3.6,2.8,Yes,17,29,351423
Restaurant 1148,Suburban,Mexican,3.8,55,34.14,2749,31523,8,244,68.05007691,3.5,3.5,Yes,23,4,429825.73
Restaurant 1149,Downtown,American,3.4,88,39.47,5686,61646,8,532,205.1828738,8.2,9.5,No,34,12,792006.76
Restaurant 1150,Suburban,French,3,50,56.75,1960,26960,5,176,154.9471909,2.7,2.2,No,0,33,635375.25
Restaurant 1151,Suburban,Indian,4.9,62,33.67,992,15612,11,274,157.1910221,2,8.9,Yes,53,20,478895.77
Restaurant 1152,Downtown,Italian,3.9,85,53.44,6681,68196,2,836,108.5201087,1.1,2.8,No,15,37,1016617.78
Restaurant 1153,Rural,Indian,4.9,47,32.56,2762,30363,18,272,112.3550001,3.7,4.1,No,45,5,364873.23
Restaurant 1154,Rural,Mexican,3.3,41,30.26,2966,35749,4,613,246.8653263,1.9,2.1,No,38,3,286407.65
Restaurant 1155,Downtown,American,4.2,74,41.22,2087,29992,12,605,169.8411989,8.2,1.9,Yes,20,23,692673.88
Restaurant 1156,Rural,Indian,3.4,50,36.64,3025,31888,4,647,77.3244773,5.4,1.9,No,23,8,417419.74
Restaurant 1157,Downtown,Mexican,4.6,82,35.29,4614,53440,5,204,61.46274122,3.3,4.1,Yes,25,26,654238.61
Restaurant 1158,Downtown,Japanese,4.6,77,72.28,5265,57534,17,87,106.1788668,6.4,5.7,No,46,7,1256686.68
Restaurant 1159,Downtown,American,3.2,75,43.65,3507,35959,19,653,171.8604464,1.6,2.8,Yes,45,63,751229.9
Restaurant 1160,Rural,Mexican,4.8,32,31.4,3680,39932,10,710,204.3125234,7.5,9.4,Yes,19,24,248788
Restaurant 1161,Downtown,Indian,3.4,89,39.17,4226,41858,14,471,85.91969268,5.5,6.3,Yes,17,4,793558.94
Restaurant 1162,Suburban,Japanese,4.2,53,67.9,2787,34024,15,62,158.4647616,1.1,9,No,40,18,818109.2
Restaurant 1163,Rural,Mexican,5,41,27.31,1911,26373,14,398,68.13804569,3.9,2.3,Yes,23,13,268280.8
Restaurant 1164,Rural,Mexican,4.8,42,35.19,2035,29722,16,454,59.43147201,7.8,2.3,No,27,36,352391.19
Restaurant 1165,Rural,Indian,4.9,31,37.63,1804,24990,8,859,265.8369848,2.7,8.6,Yes,19,14,276035.36
Restaurant 1166,Rural,American,3.7,48,42.39,3047,34431,9,274,214.5835549,9.7,6.1,Yes,38,26,472056.69
Restaurant 1167,Suburban,Japanese,3.2,53,70.14,1064,18222,8,913,245.2734464,9.1,9.4,No,16,16,837942.56
Restaurant 1168,Rural,Italian,3.4,42,49.14,1376,20030,11,353,95.4693566,8,2.3,Yes,20,33,474515.64
Restaurant 1169,Rural,French,4,48,61.11,2576,26102,12,95,130.5394208,1.7,1.2,No,17,26,663825.15
Restaurant 1170,Downtown,American,4.6,77,36.33,6331,64564,14,269,160.9478258,4.2,9.2,Yes,65,7,649211.25
Restaurant 1171,Rural,Japanese,3.3,37,70,888,11933,18,675,214.5085862,3.7,7.3,Yes,36,25,598258.65
Restaurant 1172,Suburban,Mexican,4.3,65,30.01,1063,17066,12,127,183.7109419,2.2,8.3,No,35,8,448434.58
Restaurant 1173,Suburban,Japanese,3.6,60,70.92,2868,33261,4,874,187.864312,10,3.7,No,16,11,952366.69
Restaurant 1174,Suburban,French,3.7,67,61.98,2657,34450,13,869,89.23571219,2.3,1,Yes,42,14,934999.42
Restaurant 1175,Suburban,Indian,4.3,53,40.53,3684,37217,16,327,168.696754,3.8,5.3,No,5,33,500562.7
Restaurant 1176,Rural,French,3.9,30,62.17,3388,32901,10,578,255.949572,8.9,9.9,No,2,12,436610.33
Restaurant 1177,Rural,Italian,4.6,30,54.72,3178,34575,11,146,177.3652131,2.3,9.2,Yes,7,21,384580.31
Restaurant 1178,Suburban,Italian,3.3,63,51.12,2062,21134,12,530,99.93545225,5.2,1.6,No,33,11,728161.62
Restaurant 1179,Suburban,French,4.6,53,61.9,4473,47321,18,151,153.3492974,9.8,2.7,Yes,21,24,754886.35
Restaurant 1180,Rural,American,3.1,40,35.77,1597,23095,2,843,238.7021587,3.2,3.8,No,36,32,326513.81
Restaurant 1181,Suburban,American,3.4,67,36.47,2868,36950,19,728,83.74810489,7.3,8.5,Yes,9,3,570067.45
Restaurant 1182,Downtown,Mexican,4.3,85,31.38,3401,35379,5,120,195.1158463,1.7,8.4,No,69,4,603589.89
Restaurant 1183,Suburban,Italian,4.7,66,49.35,2875,33845,10,778,291.3286796,6.4,2.7,Yes,32,15,737735.1
Restaurant 1184,Suburban,Mexican,3.5,51,33.79,3382,34282,16,801,145.0754774,4.1,5.8,No,1,45,408293.95
Restaurant 1185,Downtown,Italian,3.7,73,50.97,1649,19213,12,740,60.91031079,7.3,5.5,No,39,44,842402.05
Restaurant 1186,Downtown,French,4.1,72,64.71,5689,64589,9,207,208.276001,4.9,4.7,Yes,24,67,1052212.84
Restaurant 1187,Rural,American,3.4,44,45.7,1336,18202,3,602,61.77587883,3.7,5.8,No,19,18,453924.2
Restaurant 1188,Rural,American,4.6,31,36.62,4381,49830,1,978,97.90141609,5.9,3.6,Yes,26,11,266737.12
Restaurant 1189,Downtown,French,4.5,88,59.34,4871,50579,5,99,62.09931904,2.3,5.8,No,45,12,1166066.31
Restaurant 1190,Downtown,Mexican,3.3,78,32.31,5818,58799,8,984,92.66265321,8.3,7.2,No,14,2,581821.33
Restaurant 1191,Rural,Mexican,3.9,39,28.36,3747,39609,17,845,263.7330543,7.8,1.6,Yes,9,4,273582.39
Restaurant 1192,Suburban,Japanese,4.5,70,67.94,3497,42426,1,451,233.7128294,5.9,9.7,No,16,14,1060627.2
Restaurant 1193,Downtown,Italian,3.7,88,53.95,4632,50575,13,635,135.4631597,4.3,2.5,Yes,85,32,1073183.3
Restaurant 1194,Rural,Mexican,4.3,34,35.78,2325,24442,6,748,274.2844554,9.2,4.2,No,13,19,286468.44
Restaurant 1195,Suburban,French,3.1,63,63.51,856,13067,15,805,216.2955539,6.7,5.2,No,48,62,907730.92
Restaurant 1196,Downtown,Mexican,4.2,79,30.76,7454,77578,7,945,161.9366489,3.6,1.4,Yes,27,40,560689.58
Restaurant 1197,Suburban,American,3.3,65,39.87,1043,16239,8,115,67.08322031,8.3,5.9,No,7,33,586850.7
Restaurant 1198,Rural,Italian,4.7,35,50.94,2298,24169,3,284,232.6803421,6.7,8.8,No,28,16,408669.91
Restaurant 1199,Downtown,Indian,3.7,77,35.09,7108,73789,15,675,143.8815314,2.1,9.1,Yes,40,40,630831.32
Restaurant 1200,Suburban,Japanese,3.6,51,70.53,2750,27921,4,988,125.7072511,2,3.9,No,0,6,802619.8
Restaurant 1201,Downtown,Italian,4.7,87,47.24,4690,47872,9,767,122.0682533,9.4,6,No,53,43,932261.36
Restaurant 1202,Suburban,American,3.1,70,44.94,1293,19918,11,318,51.92730649,3.6,8,Yes,7,36,711234.02
Restaurant 1203,Rural,American,3.8,50,43.3,3072,34356,14,306,235.6613007,7,3.3,Yes,3,43,502214.6
Restaurant 1204,Rural,American,3.7,50,42.49,2215,25064,9,465,86.32758425,1.3,5.8,No,20,39,485828.11
Restaurant 1205,Downtown,American,3.6,89,45.45,4566,46029,12,138,180.1612097,6,4.3,Yes,68,36,917169.2
Restaurant 1206,Suburban,French,4.8,57,58.13,3883,41471,5,571,54.0203505,3.1,4.4,Yes,40,14,746565.86
Restaurant 1207,Downtown,Japanese,4.5,74,65.89,7374,81181,6,960,206.970822,2.3,1.8,Yes,63,2,1097186.24
Restaurant 1208,Downtown,Indian,3.1,86,39.09,6178,62244,19,548,142.3730872,8,4.7,Yes,57,65,779815.24
Restaurant 1209,Suburban,American,4.4,65,45.98,3788,42643,5,432,207.6868628,8.3,2.4,Yes,40,59,678105.47
Restaurant 1210,Suburban,American,4.1,54,41.36,2453,24747,1,526,72.47373675,7.4,3.7,No,40,34,504702.85
Restaurant 1211,Suburban,Mexican,4.8,66,25.65,4415,51397,10,450,116.5834615,1.1,4,No,58,62,396465.45
Restaurant 1212,Rural,Japanese,3.6,33,73.59,2139,20802,14,752,77.57669824,3.6,4.9,No,1,19,557309.33
Restaurant 1213,Downtown,Italian,4.1,70,45.81,4581,44947,17,283,211.5176945,4.2,9.3,No,66,16,739458.57
Restaurant 1214,Downtown,Japanese,4,75,70.94,2644,27900,11,615,77.13837397,7.2,6.7,Yes,10,73,1195618.52
Restaurant 1215,Rural,Japanese,4,30,68.05,2973,33068,4,712,204.2755529,7.8,9.8,No,27,22,470759.85
Restaurant 1216,Suburban,Indian,3.9,53,40.07,2548,29863,18,888,83.67261775,6.7,6.3,Yes,51,29,499889.24
Restaurant 1217,Rural,Japanese,3.4,31,69.96,2689,29009,19,355,285.8386514,8.1,8.2,No,2,4,508722.15
Restaurant 1218,Rural,Indian,4.5,42,39.88,2134,28071,4,108,154.0951694,4.8,8.5,No,8,1,382645.71
Restaurant 1219,Rural,American,3.9,43,38.29,1063,18576,12,981,81.64751989,5.9,7.7,No,31,40,386580.82
Restaurant 1220,Downtown,American,4.9,86,39.26,6945,71704,14,311,60.4526126,1.6,7,Yes,51,59,776666.14
Restaurant 1221,Rural,French,3.5,40,65.42,1343,15972,18,499,132.3556385,4.8,4.8,Yes,9,5,600606.18
Restaurant 1222,Downtown,Indian,4.4,72,32.21,7661,85999,1,926,272.8466061,4.9,6.1,Yes,11,12,532771.56
Restaurant 1223,Downtown,Indian,4.9,76,36.36,2000,20074,11,81,85.95379049,6.5,2.7,No,43,55,628504.82
Restaurant 1224,Downtown,Italian,4.3,79,49.27,7367,82874,19,870,247.7080169,4.4,6.6,No,55,23,897697.53
Restaurant 1225,Suburban,Mexican,4.7,60,33.52,2991,36350,1,925,154.3429571,3.1,5.6,Yes,19,2,454660.72
Restaurant 1226,Downtown,Japanese,4.7,79,66.42,8393,84301,1,118,250.7319627,3.1,8.2,Yes,60,63,1180992.63
Restaurant 1227,Downtown,Italian,3.7,77,49.81,2429,23683,3,132,268.5728372,2.2,9.1,No,40,28,857074.76
Restaurant 1228,Suburban,Indian,4.2,54,37.69,1860,26539,14,819,299.4543894,7.3,2.2,Yes,11,15,471206.83
Restaurant 1229,Downtown,Italian,3.3,71,49.48,6219,66466,8,860,67.04936916,6.6,7.2,Yes,8,3,799180.6
Restaurant 1230,Rural,French,4.1,44,55.64,3112,31342,15,520,249.0753152,6.2,9.6,No,24,6,567991.34
Restaurant 1231,Rural,Mexican,3.5,45,32.76,3196,33757,4,601,67.42222094,5.8,9.3,No,10,19,343033.69
Restaurant 1232,Downtown,Indian,4.5,73,35.54,8960,93086,11,53,128.6981779,4.3,8.5,Yes,8,72,606621.48
Restaurant 1233,Suburban,Indian,4.1,65,30.12,4048,42176,8,636,211.5580637,7.9,1.4,Yes,12,56,452909.16
Restaurant 1234,Rural,Japanese,3.8,41,71.74,2290,26068,7,223,161.8221088,9.3,3.3,Yes,12,38,666224.86
Restaurant 1235,Suburban,Mexican,3.5,63,35.12,2184,23363,2,154,191.3142188,5,2.3,No,6,34,496357.59
Restaurant 1236,Suburban,French,5,61,56.22,4145,50425,8,197,291.5480302,4.7,9.3,Yes,11,2,775906.59
Restaurant 1237,Rural,American,3.1,50,41.5,2283,30331,19,171,254.6641896,2.5,7.7,No,40,24,486464.05
Restaurant 1238,Suburban,Italian,3.1,65,53.02,1615,23381,9,63,140.9173893,7,5.8,Yes,26,63,778576.03
Restaurant 1239,Rural,Japanese,3.4,45,65.78,952,9448,16,557,199.9861587,6,9.8,Yes,27,2,677083.92
Restaurant 1240,Suburban,Indian,4.9,61,30.25,4067,40663,8,916,62.12075701,9.9,2.8,No,30,14,429756.4
Restaurant 1241,Rural,American,5,31,40.11,4040,49922,8,556,163.2245593,6.3,6.8,No,23,10,297848.52
Restaurant 1242,Downtown,French,4.3,83,63.7,6336,72613,11,926,202.0991338,3.6,6.5,No,33,69,1195408.95
Restaurant 1243,Rural,Mexican,4.8,40,26.77,2122,27680,7,959,228.6792823,6.1,4.1,No,11,20,253920.07
Restaurant 1244,Rural,Italian,3.4,38,54.2,3212,35569,2,738,275.3793222,9.9,5.4,Yes,3,13,469642.05
